CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE,COUNTRY (FOREIGN)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
1/8/94,3079300,HOUSE OF JAMES BEAUTY COLLEGE,HOUSE OF JAMES BEAUTY COLLEGE,740 JEFFERSON COURT,MADISON,IN,47250,
1/8/98,226601,CORNERSTONE UNIVERSITY,CORNERSTONE UNIVERSITY - CALVARY BIBLE CHURCH,855 SOUTH DRAKE ROAD,KALAMAZOO,MI,49007-1332,
1/8/98,1248500,ALADDIN BEAUTY COLLEGE #25,ALADDIN BEAUTY COLLEGE #25,11515 GARLAND ROAD,DALLAS,TX,75218-2504,
1/8/98,3089500,A J COSMETOLOGY SCHOOL,A J COSMETOLOGY SCHOOL,3090 D ALOMA AVENUE SUITE 150,WINTER PARK,FL,32792-3703,
1/8/04,3449300,CIMS COLLEGE,CIMS COLLEGE,5340 EAST MAIN STREET SUITE 204/209,WHITEHALL,OH,43213-2574,
1/8/07,488226,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY -MSU COLLEGE OF NURSINGGREAT FALLS,GREAT FALLS CAMPUS 2800 11TH AVENUE SOUTH SUITE #104,GREAT FALLS,MT,59405-5263,
1/9/90,2284600,ARIZONA BARBER STYLING COLLEGE,ARIZONA BARBER STYLING COLLEGE,2108 EAST THOMAS ROAD,PHOENIX,AZ,85016,
1/9/91,2542500,UNIVERSITY OF SOUND ARTS,UNIVERSITY OF SOUND ARTS,1645 N VINE ST STE 350,HOLLYWOOD,CA,90028,
1/9/92,777201,NEW CAREERS OF HUNTINGTON,SEPARATE CLASSROOM,12 WASHINGTON AVE,HUNTINGTON,WV,25701,
1/9/92,1215800,CHEENAS BEAUTY ACADEMY,CHEENAS BEAUTY ACADEMY,10TH & PIERCE,SHARPSVILLE,PA,16150,
1/9/95,785000,PHILLIPS SCHOOL OF BUSINESS & TECHNOLOGY AUSTIN,PHILLIPS SCHOOL OF BUSINESS & TECHNOLOGY AUSTIN,119 WEST 8TH STREET,AUSTIN,TX,78701,
1/9/01,193904,NEWMAN UNIVERSITY,NEWMAN UNIVERSITY - EASTERN CENTER,1810 NORTH ANDOVER ROAD,ANDOVER,KS,67002-9471,
1/9/06,370251,AVERETT UNIVERSITY,AVERETT UNIVERSITY - BLUE CROSS/BLUE SHIELD,550 12TH STREET SW,WASHINGTON,DC,20024-0001,
1/9/06,2617101,BATON ROUGE COLLEGE,BATON ROUGE COLLEGE - METAIRIE,ARCHBISHOP RUMMEL HIGH SCHOOL 1901 SEVERN,METAIREI,LA,70001-2853,
1/9/06,10370210,AVERETT UNIVERSITY,AVERETT UNIVERSITY - CARE FIRST BLUE CROSS/BLUE SHIELD,840 FIRST STREET NORTH WEST,WASHINGTON,DC,20002-4205,
1/10/92,484000,PHILLIPS JUNIOR COLLEGE,PHILLIPS JUNIOR COLLEGE,1920 CAPITAL BLVD,RALEIGH,NC,27604,
1/10/94,2355400,CAREER TRAINING CENTER,CAREER TRAINING CENTER,4000 W BROAD ST,RICHMOND,VA,23230,
1/10/94,2355401,CAREER TRAINING CENTER,BRANCH LOCATION -FORMERLY  500 ALLEGHANY AVE,2600 MEML AVE STE 201,LYNCHBURG,VA,24501,
1/10/94,2355402,CAREER TRAINING CENTER,BRANCH LOCATION,3223 BRANDON AVE,ROANOKE,VA,24018,
1/10/95,2149300,SCS BUSINESS AND TECHNICAL INSTITUTE,SCS BUSINESS AND TECHNICAL INSTITUTE,25 WEST 17TH STREET,NEW YORK,NY,10011,
1/10/95,2149301,SCS BUSINESS AND TECHNICAL INSTITUTE,SCS BUSINESS AND TECHNICAL INSTITUTE - QUEENS,163-02 JAMAICA AVENUE,JAMAICA,NY,11432,
1/10/95,2149303,SCS BUSINESS AND TECHNICAL INSTITUTE,SCS BUSINESS AND TECHL INST (FLATBUSH),884 FLATBUSH AVE,BROOKLYN,NY,11226,
1/10/95,2149305,SCS BUSINESS AND TECHNICAL INSTITUTE,SCS BUSINESS AND TECHL INST (BROOKLYN),57 WILLOUGHBY ST,BROOKLYN,NY,11201,
1/10/95,2583800,SCS BUSINESS & TECHNICAL INSTITUTE,SCS BUSINESS & TECHNICAL INSTITUTE,163-20 JAMACIA AVE,JAMACIA,NY,11432,
1/10/95,2584000,SCS BUSINESS & TECHNICAL INSTITUTE,SCS BUSINESS & TECHNICAL INSTITUTE,884 FLATBUSH AVE,BROOKLYN,NY,11226,
1/10/95,2584001,SCS BUSINESS & TECHNICAL INSTITUTE,BRANCH CAMPUS (FORMERLY FREE STANDING AT 57 WILLOUGHBY STREET),384 BRIDGE STREET,BROOKLYN,NY,11201,
1/10/95,3036500,SCS BUSINESS & TECHNICAL INSTITUTE,SCS BUSINESS & TECHNICAL INSTITUTE,2200 BERGENLINE AVENUE,UNION CITY,NJ,7087,
1/10/95,3036600,SCS BUSINESS AND TECHNICAL INSTITUTE,SCS BUSINESS AND TECHNICAL INSTITUTE,516 MAIN STREET,EAST ORANGE,NJ,7017,
1/10/96,1185000,HOSPITAL FOR SPECIAL SCHOOL OF PRACTICAL,HOSPITAL FOR SPECIAL SCHOOL OF PRACTICAL,535 E 70TH ST,NEW YORK,NY,10021,
1/10/97,2562202,COLLEGE OF ENGLISH LANGUAGE,ADDITIONAL LOCATION,6614 HORNWOOD DRIVE,HOUSTON,TX,77074,
1/10/00,2346300,US SCHOOLS,US SCHOOLS,100 NORTH PLAZA,MIAMI,FL,33147-4718,
1/10/01,370258,AVERETT UNIVERSITY,AVERETT UNIVERSITY - MDW EDUCATION CENTER,BUILDING 219,FORT MYER,VA,22111-1199,
1/10/08,3091306,REGENT UNIVERSITY,REGENT UNIVERSITY - GRADUATE CENTER OF NORTHERN VIRGINIA/DC,1650 DIAGONAL ROAD,ALEXANDRIA,VA,22314-2857,
1/10/09,2182918,CAMBRIDGE COLLEGE,CAMBRIDGE COLLEGE - SOUTH BOSTON VA,820 BRUCE STREET,SOUTH BOSTON,VA,24592-3815,
1/11/93,1151200,STATE COLLEGE OF BEAUTY,STATE COLLEGE OF BEAUTY,4196 PONTIAC LAKE ROAD,WATERFORD,MI,48328,
1/11/95,2262269,NATIONAL ACADEMY FOR PARALEGAL STUDIES,JEFFERSON STATE JR COLLEGE,2601 CARSON RD,BIRMINGHAM,AL,35215,
1/11/09,116423,CHAPMAN UNIVERSITY,CHAPMAN UNIVERSITY - LOS ANGELES ACADEMIC CENTER,1500 ROSECRANS AVENUE 2ND FLOOR,MANHATTAN BEACH,CA,90266-3721,
1/12/88,1258200,WILFRED ACADEMY,WILFRED ACADEMY,6776 MARKET STREET,UPPER DARBY,PA,19082,
1/12/90,794407,WATTERSON COLLEGE,BRANCH CAMPUS,18 FORSYTH ST NW,ATLANTA,GA,30303,
1/12/90,2295207,UNITED SCHOOLS,TRAINING SITE,2790 MOSSIDE BLVD,MONROEVILLE,PA,15146,
1/12/95,2262247,NATIONAL ACADEMY FOR PARALEGAL STUDIES,AUXILIARY CLASSROOM              IDAHO STATE UNIVERSITY,5TH & CARTER,POCATELLO,ID,83209,
1/12/95,2262248,NATIONAL ACADEMY FOR PARALEGAL STUDIES,AUXILIARY CLASSROOM              IDAHO STATE UNIVERSITY,140 2ND ST E,TWIN FALLS,ID,83301,
1/12/95,2262249,NATIONAL ACADEMY FOR PARALEGAL STUDIES,AUXILIARY CLASSROOM              IDAHO STATE UNIVERSITY,1776 SCIENCE CENTER DR,IDAHO FALLS,ID,83401,
1/12/98,1234601,DOVER BUSINESS COLLEGE,DOVER BUSINESS COLLEGE,15 EAST BLACKWELL STREET,DOVER,NJ,07801-4643,
1/12/98,1234603,DOVER BUSINESS COLLEGE,DOVER BUSINESS COLLEGE,2 EAST BLACKWELL STREET,DOVER,NJ,07801-4645,
1/12/08,2310300,COLUMBIA BEAUTY SCHOOL,COLUMBIA BEAUTY SCHOOL,1824 AIRPORT BOULEVARD,CAYCE,SC,29033-1821,
1/12/12,3485401,JAMES ALBERT SCHOOL OF COSMETOLOGY,JAMES ALBERT SCHOOL OF COSMETOLOGY - ANAHEIM,2289 WEST BALL ROAD,ANAHEIM,CA,92804-5384,
1/13/87,2218901,SANDIA COLLEGE,SANDIA COLLEGE,6992 EAST BROADWAY,TUCSON,AZ,87108,
1/13/90,2587200,TOTAL TECHL INST,TOTAL TECHL INST,6185-C JIMMY CARTER BLVD,NORCROSS,GA,30071,
1/13/92,2623000,FORT WORTH TRADE SCHOOL,FORT WORTH TRADE SCHOOL,3617 COLLINGWOOD,FORT WORTH,TX,76102,
1/13/94,2301802,ART OF BEAUTY COLLEGE,BRANCH CAMPUS,989 B MAHLON ST,DERIDDER,LA,70634,
1/13/95,1240200,TECHNICAL CAREERS INSTITUTE,TECHNICAL CAREERS INSTITUTE,11 KIMBERLY AVENUE,WEST HAVEN,CT,6516,
1/13/95,1240201,TECHNICAL CAREERS INSTITUTE,BRANCH CAMPUS,605 DAY HILL RD,WINDSOR,CT,6095,
1/13/04,173304,NATIONAL LOUIS UNIVERSITY,NATIONAL-LOUIS UNIVERSITY - SAINT LOUIS ACADEMIC CENTER,12800 CORPORATE HILL DRIVE SUITE 200,SAINT LOUIS,MO,63131-3611,
1/13/12,263901,STEVENS INSTITUTE OF TECHNOLOGY,STEVENS INSTITUTE OF TECHNOLOGY - ALLIED SIGNAL,699 ROUTE 46,TETERBORO,NJ,07608-0000,
1/13/12,263903,STEVENS INSTITUTE OF TECHNOLOGY,STEVENS INSTITUTE OF TECHNOLOGY - AT & T,19 SCHOOLHOUSE ROAD,SOMERSET,NJ,08875-1235,
1/13/12,263904,STEVENS INSTITUTE OF TECHNOLOGY,STEVENS INSTITUTE OF TECHNOLOGY - AT & T,428-431-437 RIDGE ROAD,DAYTON,NJ,08810-1318,
1/13/12,263905,STEVENS INSTITUTE OF TECHNOLOGY,STEVENS INSTITUTE OF TECHNOLOGY - BELL ATLANTIC,540 BROAD STREET,NEWARK,NJ,07101-3178,
1/13/12,263909,STEVENS INSTITUTE OF TECHNOLOGY,STEVENS INSTITUTE OF TECHNOLOGY - EXXON RESEARCH & ENGINEERING CO.,180 PARK AVENUE,FLORHAM PARK,NJ,07932-1093,
1/13/12,263910,STEVENS INSTITUTE OF TECHNOLOGY,STEVENS INSTITUTE OF TECHNOLOGY - FOSTER WHEELER,PERRYVILLE CORPORATE PARK,CLINTON,NJ,08809-1273,
1/14/91,1082100,AMERICAN COLLEGE,AMERICAN COLLEGE,3448 N COLG,FAYETTEVILLE,AR,72703,
1/14/91,1082104,AMERICAN COLLEGE,AMERICAN COLLEGE,424 S WILSON AVENUE,PRICHARD,AL,36610,
1/14/91,1082107,AMERICAN COLLEGE,AMERICAN COLLEGE,1609 ELIZABETH AVENUE,CHARLOTTE,NC,28204,
1/14/91,1170200,TECHNICHRON TECHL INST,TECHNICHRON TECHL INST,4040 SPRING GROVE AVE,CINCINNATI,OH,45223,
1/14/91,2059500,INST OF COSMETOLOGY OAKLAND,INST OF COSMETOLOGY OAKLAND,2538 TELEGRAPH AVE DE,OAKLAND,CA,94612,
1/14/91,2106501,AMERICO TECHNICAL CAREERS INSTITUTE,AMERICO TECHNICAL CAREERS INST,1846 BUENA VISTA RD,COLUMBUS,GA,31906,
1/14/91,2106502,AMERICO TECHNICAL CAREERS INSTITUTE,AMERICO TECHL CAREERS INST,433 WALNUT ST,MACON,GA,41201,
1/14/91,2206400,CRESCENT CITY TECHNICAL,CRESCENT CITY TECHNICAL,4441 UTICA,METAIRIE,LA,70006,
1/14/91,2206401,CRESCENT CITY TECHNICAL,BRANCH CAMPUS-JOHN H. LILEY COR-RECTIONAL CENTER,BOX 308,BOLEY,OK,74829,
1/14/91,2206402,CRESCENT CITY TECHNICAL,EXTENSION JAMES CRABTREE CORRECTIONAL CENTER,ROUTE 1,HELENA,OK,73741,
1/14/91,2206403,CRESCENT CITY TECHNICAL,EENENSION JESS DUNN CORRECTIONAL CENTER,BOX 68,TAFT,OK,74463,
1/14/91,2294600,AMERICAN COLLEGE,AMERICAN COLLEGE,115 CTR MALL,FT SMITH,AR,72901,
1/14/91,2294601,AMERICAN COLLEGE,BRANCH CAMPUS,2301 S CONGRESS #27,AUSTIN,TX,78704,
1/14/91,2564800,AMERICAN CAREERS,AMERICAN CAREERS,410 S MAIN STE 201,SAN ANTONIO,TX,78204,
1/14/91,2565500,AMERICAN COLLEGE,AMERICAN COLLEGE,2906 NORTH STATE STREET SUITE 250,JACKSON,MS,39216,
1/14/91,2565501,AMERICAN COLLEGE,AMERICAN COLG,1316 MONROE ST,VICKSBURG,MS,39180,
1/14/91,2587400,SAN FRANCISCO COLLEGE OF ACUPUNCTURE,SAN FRANCISCO COLLEGE OF ACUPUNCTURE,2051 MARKET STREET,SAN FRANCISCO,CA,94114,
1/14/93,2565701,CAREERCOM COLLEGE OF BUSINESS,BRANCH CAMPUS,7667 FOLSOM BOULEVARD SUITE 201,SACRAMENTO,CA,95826,
1/14/94,765500,SELAN'S SYSTEM OF BEAUTY CULTURE,SELAN'S SYSTEM OF BEAUTY CULTURE,7229 W LAKE ST,RIVER FOREST,IL,60305,
1/14/94,906600,ATLANTA COLLEGE OF MEDICAL & DENTAL CAREERS,ATLANTA COLLEGE OF MEDICAL & DENTAL CAREERS,1400 WEST PEACHTREE STREET NW,ATLANTA,GA,30309,
1/14/97,3076800,DOMINION BUSINESS SCHOOL,DOMINION BUSINESS SCHOOL,825 RICHMOND ROAD,STAUNTON,VA,24401-4956,
1/14/08,2182920,CAMBRIDGE COLLEGE,CAMBRIDGE COLLEGE - MARLBOROUGH,280 LOCKE DRIVE,MARLBOROUGH,MA,01752-7221,
1/15/91,1057703,UNITED COLLEGE OF BUSINESS,UNITED COLLEGE,8524 FIRESTONE BOULEVARD,DOWNEY,CA,90241,
1/15/92,1084600,NATIONAL EDUCATION CENTER NATIONAL INSTITUTE OF TECHNOLOGY CAMPUS,NATIONAL EDUCATION CENTER NATIONAL INSTITUTE OF TECHNOLOGY CAMPUS,1900 28TH AVENUE SOUTH,HOMEWOOD,AL,35209,
1/15/92,3006900,GENELLS SCHOOL OF HAIR DESIGN,GENELLS SCHOOL OF HAIR DESIGN,7410 ATLANTIC BOULEVARD,JACKSONVILLE,FL,32211,
1/15/93,316900,OKLAHOMA JUNIOR COLLEGE OF BUSINESS & TECHNOLOGY,OKLAHOMA JUNIOR COLLEGE OF BUSINESS & TECHNOLOGY,7370 E 71TH ST,TULSA,OK,74133,
1/15/93,894900,WILFRED ACADEMY OF HAIR & BEAUTY CULTURE,WILFRED ACADEMY OF HAIR & BEAUTY CULTURE,208-210 EAST 188TH STREET,BRONX,NY,10458,
1/15/93,2113900,KATHERINE GIBBS SCHOOL,KATHERINE GIBBS SCHOOL,100 SOUTH BROAD STREET 10TH FLOOR,PHILADELPHIA,PA,19110,
1/15/93,2611200,NATIONAL CAREER SCHOOL,NATIONAL CAREER SCHOOL,2830 WINKLER AVENUE SUITE 102,FT MYERS,FL,33916,
1/15/94,2313700,TULSA BARBER STYLING COLLEGE,TULSA BARBER STYLING COLLEGE,1314 EAST 3RD STREET,TULSA,OK,74120,
1/15/94,2343500,EVANS ACADEMY OF BEAUTY ARTS & SCIENCES,EVANS ACADEMY OF BEAUTY ARTS & SCIENCES,209 EAST CENTER STREET,SIKESTON,MO,63801,
1/15/98,2281400,ALADDIN BEAUTY COLLEGE #3,ALADDIN BEAUTY COLLEGE #3,1200 EAST PARKER ROAD SUITE 195,PLANO,TX,75074-5350,
1/15/99,748200,TAD TECHNICAL INSTITUTE,TAD TECHNICAL INSTITUTE,45 SPRUCE STREET,CHELSEA,MA,02150-2345,
1/15/03,252530,WILLIAM WOODS UNIVERSITY,WILLIAM WOODS UNIVERSITY - MO LEAGUE/JC,MO LEAGUE OF NURSING HOME ADM 907 MISSOURI BLVD.,JEFFERSON CITY,MO,65102-9999,
1/15/03,252546,WILLIAM WOODS UNIVERSITY,WILLIAM WOODS UNIVERSITY -,WINGATE INN 3100 WINGATE INN,COLUMBIA,MO,65201-6546,
1/15/03,252580,WILLIAM WOODS UNIVERSITY,WILLIAM WOODS UNIVERSITY - FESTUS,FESTUS R-VI SCHOOL DISTRICT 501 WESTWIND DRIVE,FESTUS,MO,63028-9999,
1/15/06,2530601,SAINT CHARLES COMMUNITY COLLEGE,SAINT CHARLES COUNTY COMMUNITY COLLEGE - MONTGOMERY COUNTY R-II H.S.,394 NORTH HIGHWAY 19,MONTGOMERY CITY,MO,63361-5216,
1/15/06,2530602,SAINT CHARLES COMMUNITY COLLEGE,SAINT CHARLES COUNTY COMMUNITY COLLEGE - PIKE/LINCOLN,VO-TECH ROAD ROUTE 1,EOLIA,MO,63344-9705,
1/15/06,2530603,SAINT CHARLES COMMUNITY COLLEGE,SAINT CHARLES COUNTY COMMUNITY COLLEGE - SOUTH CALLAWAY R-II H.S.,HIGHWAY C,MOKANE,MO,65059-0037,
1/15/06,2530604,SAINT CHARLES COMMUNITY COLLEGE,SAINT CHARLES COUNTY COMMUNITY COLLEGE - NORTH CALLAWAY R-I H.S.,2700 HIGHWAY 54,KINGDOM CITY,MO,65262-0018,
1/16/92,2354600,JAY MITCHAEL'S SCHOOL OF HAIR DESIGN,JAY MITCHAEL'S SCHOOL OF HAIR DESIGN,19920 HIGHWAY 99 SUITE B,LYNNWOOD,WA,98036,
1/16/93,1319900,SHARON DORANS ACADEMY OF SCIENCE & HAIRDESIGN,SHARON DORANS ACADEMY OF SCIENCE & HAIRDESIGN,2353 SOUTH HAVANNA STREET D-15,AURORA,CO,80014,
1/16/95,1319700,DENTAL TECHNOLOGY INSTITUTE,DENTAL TECHNOLOGY INSTITUTE,1937 WEST CHAPMAN AVENUE SUITE 100,ORANGE,CA,92668,
1/16/07,2276401,INTERNATIONAL JUNIOR COLLEGE,INTERNATIONAL JUNIOR COLLEGE - BAYAMON BRANCH,CALLE BALDORIOTY #1,BAYAMON,PR,00961-0000,
1/16/07,2276402,INTERNATIONAL JUNIOR COLLEGE,INTERNATIONAL JUNIOR COLLEGE - HUMACAO BRANCH,CALLE DR. CARRERA #6,HUMACAO,PR,00791-4142,
1/17/86,2166500,SPECTRUM INSTITUTE FOR THE ADVERTISING ARTS (CLOSED),SPECTRUM INSTITUTE FOR THE ADVERTISING ARTS (CLOSED),32 NEW AMWELL RD,SOMERVILLE,NJ,8876,
1/17/94,3024600,ELITE ACADEMY OF COSMETOLOGY,ELITE ACADEMY OF COSMETOLOGY,1101 H STREET,BARLING,AR,72923,
1/17/03,2262300,HEALD COLLEGE,HEALD COLLEGE,2421 MENDOCINO AVENUE,SANTA ROSA,CA,95403-3116,
1/18/88,2275400,CAWEST COLLEGE,CAWEST COLLEGE,1095 EAST SHAW AVENUE,FRESNO,CA,93710,
1/18/90,1302401,RILEY COLLEGE,BRANCH CAMPUS,B-MART PLAZA SUITE 2,EUFAULA,AL,36027,
1/18/90,2571800,SOUTH ALABAMA BEAUTY COLLEGE,SOUTH ALABAMA BEAUTY COLLEGE,300 EASTERN SHORE SHOP CENTER,FAIRHOPE,AL,36532,
1/18/93,2125400,VIRGINIA INSTITUTE OF TECHNOLOGY,VIRGINIA INSTITUTE OF TECHNOLOGY,397 LITTLE NECK RD STE 100,VIRGINIA BEACH,VA,23452,
1/18/96,1115300,PHILLIPS JUNIOR COLLEGE,PHILLIPS JUNIOR COLLEGE,822 SOUTH CLEARVIEW PARKWAY,NEW ORLEANS,LA,70123,
1/18/96,2523400,ANNAPOLIS BEAUTY ACADEMY,ANNAPOLIS BEAUTY ACADEMY,2064 SOMERVILLE ROAD,ANNAPOLIS,MD,21401,
1/18/97,2555900,METROPLEX BEAUTY SCHOOL #2,METROPLEX BEAUTY SCHOOL #2,113 N GUN BARREL LANE,GUN BARREL CITY,TX,75147,
1/18/02,777702,REMINGTON COLLEGE - CLEVELAND CAMPUS,EDUCATION AMERICA - VALE TECH CAMPUS,135 WEST MARKET STREET,BLAIRSVILLE,PA,15717-9989,
1/18/02,777703,REMINGTON COLLEGE - CLEVELAND CAMPUS,REMINGTON COLLEGE - BLAIRSVILLE CAMPUS,135 WEST MARKET STREET,BLAIRSVILLE,PA,15717-9989,
1/18/06,2186709,HARRISON CAREER INSTITUTE,HARRISON CAREER INSTITUTE - CLIFTON,1227-31 MAIN STREET,CLIFTON,NJ,07013-2666,
1/18/07,3085200,HARRISON CAREER INSTITUTE,HARRISON CAREER INSTITUTE,1619 WALNUT STREET THIRD FLOOR,PHILADELPHIA,PA,19103-5402,
1/18/07,3085201,HARRISON CAREER INSTITUTE,HARRISON CAREER INSTITUTE - EWING NEW JERSEY,1001 SPRUCE STREET CAPITAL PLAZA SUITE 7,EWING,NJ,08628-3302,
1/19/91,2183800,EASON'S INST OF TECHLGY,EASON'S INST OF TECHLGY,1616 E COMMERCE ST,SAN ANTONIO,TX,78205,
1/19/91,2348000,PBI CAREER CENTER,PBI CAREER CENTER,912 FIFTH AVE,PITTSBURGH,PA,15219,
1/19/93,903500,PHILLIPS COLLEGE OF CHICAGO,PHILLIPS COLLEGE OF CHICAGO,205 W RANDOLPH ST,CHICAGO,IL,60606,
1/19/93,948211,MANSFIELD BUSINESS COLLEGE,BRANCH CAMPUS,2800 S IH 35,AUSTIN,TX,78704,
1/19/93,2574303,MANSFIELD BUSINESS SCHOOL,MANSFIELD BUSINESS SCHOOL,2800 SOUTH IH 35,AUSTIN,TX,78704,
1/19/95,785300,NATIONAL EDUCATION CENTER KEE BUSINESS COLLEGE CAMPUS,NATIONAL EDUCATION CENTER KEE BUSINESS COLLEGE CAMPUS,861 GLENROCK RD,NORFOLK,VA,23502,
1/19/96,2120200,WASHINGTON DC BEAUTY ACADEMY,WASHINGTON DC BEAUTY ACADEMY,680 RHODE ISLAND AVENUE NE,WASHINGTON,DC,20002,
1/19/96,2553200,INTERNATIONAL EDUCATION CENTER,INTERNATIONAL EDUCATION CENTER,5388 NEW PEACHTREE ROAD,CHAMBLEE,GA,30341,
1/19/12,708508,MOUNT VERNON NAZARENE UNIVERSITY,MOUNT VERNON NAZARENE UNIVERSITY -  GRADUATE AND PROFESSIONAL STUDIES,4750 BIG RUN SOUTH ROAD,GROVE CITY,OH,43123-8504,
1/20/88,710000,PORTSMOUTH GENERAL HOSPITAL SCHOOL OF NURSING (CLOSED),PORTSMOUTH GENERAL HOSPITAL SCHOOL OF NURSING (CLOSED),1000 LECKIE ST,PORTSMOUTH,VA,23704,
1/20/89,2098600,QUEEN ANNE BEAUTY SCHOOL,QUEEN ANNE BEAUTY SCHOOL,2018 CENTRAL AVE POB 902,KEARNEY,NE,68847,
1/20/90,2112100,WILFRED ACADEMY OF HAIR & BEAUTY CULTURE,WILFRED ACADEMY OF HAIR & BEAUTY CULTURE,1013 EAST COLONIAL DRIVE,ORLANDO,FL,32803,
1/20/90,2118300,WILLFRED'S FREDERIC HAIRSTYLING,WILLFRED'S FREDERIC HAIRSTYLING,2717 NORTH DIXIE HIGHWAY,FT LAUDERDALE,FL,33334,
1/20/93,948204,MANSFIELD BUSINESS COLLEGE,BRANCH CAMPUS,807 ROOSEVELT AVE,SAN ANTONIO,TX,78210,
1/20/93,948213,MANSFIELD BUSINESS COLLEGE,BRANCH CAMPUS,6994 S ZARZAMORA,SAN ANTONIO,TX,78224,
1/20/93,993801,HEIGHTS BEAUTY COLLEGE,BRANCH CAMPUS LOCATION,7901 FOURTH ST NW,ALBUQUERQUE,NM,87108,
1/20/93,2574301,MANSFIELD BUSINESS SCHOOL,MANSFIELD BUSINESS SCHOOL,6994 SOUTH ZARZAMORA,SAN ANTONIO,TX,78224,
1/20/95,1112600,GARCES COMMERCIAL COLLEGE,GARCES COMMERCIAL COLLEGE,1301 SW 1ST STREET,MIAMI,FL,33135,
1/20/95,1112601,GARCES COMMERCIAL COLLEGE,GRACES CMRCL COLG,5385 NW 36TH ST,MIAMI,FL,33166,
1/20/96,1189700,GRANITE CITY SCHOOL OF BEAUTY CULTURE,GRANITE CITY SCHOOL OF BEAUTY CULTURE,1815 EDISON AVE,GRANITE CITY,IL,62040,
1/20/03,3474501,DAHAN INSTITUTE OF MASSAGE STUDIES,DAHAN INSTITUTE OF MASSAGE STUDIES - TENAYA CAMPUS,2911 NORTH TENAYA WAY SUITE 205,LAS VEGAS,NV,89128-0495,
1/20/03,3474502,DAHAN INSTITUTE OF MASSAGE STUDIES,DAHAN INSTITUTE OF MASSAGE STUDIES - CHEYENNE CAMPUS,7660 W. CHEYENNE STE.114,LAS VEGAS,NV,89129-0495,
1/20/09,2125001,CAREER ACADEMY OF BEAUTY,CAREER ACADEMY OF BEAUTY,663 NORTH EUCLID AVENUE,ANAHEIM,CA,92801-4622,
1/21/86,588100,BAPTIST MEDICAL CENTER SCHOOL RADIOLOGIC TECHNOLOGY,BAPTIST MEDICAL CENTER SCHOOL RADIOLOGIC TECHNOLOGY,3300 NW EXPRESSWAY,OKLAHOMA CITY,OK,73112,
1/21/93,2570603,CAREERCOM JUNIOR COLLEGE OF BUSINESS,BRANCH,1314 BURCH DR,EVANSVILLE,IN,47701,
1/21/94,908203,FRANKLIN COLLEGE,INTERNATIONAL BUSINESS COLLEGE,9220 DYER STREET,EL PASO,TX,79908,
1/21/99,211714,ANNA MARIA COLLEGE,ANNA MARIA COLLEGE - STOUGHTON SITE,C/O NEW ENGLAND SINAI HOSP & REHAB 150 YORK STREET,STOUGHTON,MA,02072-1881,
1/21/00,847800,MOLER BARBER COLLEGE,MOLER BARBER COLLEGE,50 MASON STREET,SAN FRANCISCO,CA,94102-2890,
1/22/86,2274200,COMPUTER COLLEGE (CLOSED),COMPUTER COLLEGE (CLOSED),3225 DANNY PARK,METAIRIE,LA,70002,
1/22/87,894100,ELKHART INST OF TECHLGY,ELKHART INST OF TECHLGY,516 S MAIN ST,ELKHART,IN,46516,
1/22/91,2203800,BROOKS BEAUTY SCHOOL,BROOKS BEAUTY SCHOOL,149 EAST THOMPSON AVENUE,WEST ST PAUL,MN,55118,
1/22/98,484700,INTERSTATE BUSINESS COLLEGE,INTERSTATE BUSINESS COLLEGE,2720 32ND AVENUE SW,FARGO,ND,58103-5099,
1/22/01,957200,COMPUTER LEARNING CENTER OF ALEXANDRIA,COMPUTER LEARNING CENTER OF ALEXANDRIA,6295 EDSALL ROAD SUITE 210,ALEXANDRIA,VA,22312-2670,
1/22/01,957202,COMPUTER LEARNING CENTER OF ALEXANDRIA,COMPUTER LEARNING CENTER OF ALEXANDRIA,920 EAST ALGONQUIN ROAD,SCHAUMBURG,IL,60173-4163,
1/22/01,957203,COMPUTER LEARNING CENTER OF ALEXANDRIA,COMPUTER LEARNING CENTER OF ALEXANDRIA - LAUREL MARYLAND,312 MARSHALL AVENUE,LAUREL,MD,20707-4823,
1/22/01,957204,COMPUTER LEARNING CENTER OF ALEXANDRIA,COMPUTER LEARNING CENTER OF ALEXANDRIA,7000 INFANTRY RIDGE ROAD,MANASSAS,VA,20109-2370,
1/22/01,959100,COMPUTER LEARNING CENTERS LOS ANGELES,COMPUTER LEARNING CENTERS INC. LOS ANGELES,3580 WILSHIRE BOULEVARD SUITE 100,LOS ANGELES,CA,90010-2502,
1/22/01,959102,COMPUTER LEARNING CENTERS LOS ANGELES,COMPUTER LEARNING CENTER OF LOS ANGELES-PLYMOUTH MEETING,ONE PLYMOUTH MEETING,PLYMOUTH MEETING,PA,19463-1326,
1/22/01,959103,COMPUTER LEARNING CENTERS LOS ANGELES,COMPUTER LEARNING CENTER OF LOS ANGELES - CHERRY HILL,2 EXECUTIVE CAMPUS #200,CHERRY HILL,NJ,08002-0000,
